9581,3277,12473,12397,6869
3082,13175,8851,11809,4565
195,9184,537,2881,12135
7526,88,14076,13667,4894
9456,12907,717,8280,12547
5957,2439,7526,10683,12140
7526,3310,7884,9824,3668
7526,88,4894,10520,1794
6516,2351,9534,4207,2591
7526,88,4894,6379,9613
8916,10482,8868,11244,1115
5957,11809,3795,11218,5182
3082,9686,13175,2826,706
1983,12989,9363,9199,11955
1629,572,10693,8694,4017
6084,2585,6370,7882,2000
12547,8630,9312,2342,7670
7526,88,9613,10532,1092
4184,763,11496,12975,5934
3665,14485,12587,236,7263
9518,5165,4605,5974,3782
7526,88,9613,1266,1571
13946,4009,11690,13007,13151
5582,8360,3935,11847,3061
5957,12547,7867,10361,4909
8867,7526,3795,9686,1230
388,8255,9639,5647,5770
3506,3352,9657,12787,8526
528,7911,4046,4690,5262
5619,487,10025,10406,5527
1309,3289,8360,5676,8172
1309,3289,8360,5676,8172
9686,3795,6884,12804,12601
7526,88,14375,9613,4894
1309,7569,12416,4522,1625
1028,13366,10712,2382,13542
12400,13456,1005,13126,10233
1271,7888,1691,13400,419
1629,10693,10162,2036,12908
3795,1230,9686,5601,6884
6379,3082,7526,5917,9088
7526,88,13667,9613,14492
2024,1309,8595,506,10138
5165,3782,6469,5974,460
7526,10520,10532,4894,88
3082,4136,1234,6921,14024
12090,5497,14305,6872,11280
9354,1577,8411,890,3166
7279,3403,11462,1571,9686
11441,10532,2771,14375,6554
11441,10532,2771,14375,6554
7454,3419,3739,12301,10668
12099,12511,7878,3663,11051
4453,6638,9335,10833,3954
12962,3003,12397,3277,7820
12962,3003,12397,3277,7820
12641,5047,2008,7401,14360
9978,1487,7569,9921,1309
10729,12321,3945,7526,6430
9354,1577,3166,890,10668
1309,8957,7878,13634,8233
12194,3271,10228,9626,12719
3871,890,8411,4966,9354
7526,7596,8246,1255,7645
1309,10812,4374,9155,4237
7526,4894,1794,1266,10532
3277,12473,9581,5387,3003
7526,7821,2931,12775,3795
1230,1571,13909,13266,7590
8831,35,13770,10267,1348
1983,12989,11955,7950,9363
6524,11420,518,7005,13750
7526,1266,4894,1794,88
7526,10520,9613,88,10532
7288,5712,4325,11280,8374
3082,13175,6490,8851,10962
1699,1775,14141,10587,8598
3455,7136,11442,13793,12027
5795,8604,11492,3659,4142
4009,11690,13151,1434,1899
9088,3082,6379,12789,6513
3739,9410,11800,3137,7867
13504,5353,9113,4307,12260
7867,5497,3019,1718,1340
3082,10962,9718,8161,6490
7526,10532,1794,4894,1092
2539,7604,2911,10305,5107
3381,12684,3830,11399,4000
13893,11115,2425,864,13659
14375,10532,1092,11680,4894
1509,8916,10928,12426,11466
5957,11809,11218,4676,7526
6046,6635,11901,12293,12271
4966,8411,3871,3845,890
5957,12321,12775,10729,2161
6731,9686,3795,1230,7064
3186,3277,7820,3927,14
3795,14059,7064,12804,13682
13078,10430,10518,7960,12942
1309,7878,9155,8957,14172
9912,9122,4638,9287,4900
1309,11459,7569,14388,9155
7526,2931,9686,7821,12775
12833,9059,12278,323,11768
3082,13709,6490,13175,3981
1007,14059,12967,4074,63
5165,4605,3782,9518,592
13456,12400,10233,5805,2000
13771,9287,8052,10267,5162
13771,9287,8052,10267,5162
1230,3795,8818,4894,6884
5962,4826,1421,11170,2736
5582,3289,8360,3935,5172
6875,13973,99,12307,3552
6379,6922,10520,9088,11609
9478,2100,4131,13659,2202
14114,13207,10800,6703,2660
1718,10295,9252,6883,11280
6379,3104,6922,6084,6044
7526,14492,88,9613,4894
3082,13498,2415,13175,4565
1645,9056,14094,1112,6737
5165,4605,3782,9518,6469
1309,4237,7569,10138,310
7526,10520,4894,88,1092
7526,88,10532,1794,4894
6780,8615,13656,14166,13076
7911,6084,13109,6909,140
4593,5172,5582,6894,14279
14402,5957,4279,1143,6518
5165,4605,3782,9518,6469
1309,8595,13647,7878,9978
3795,1230,9686,6884,200
2607,4929,9072,8111,14293
528,10430,13078,1775,11238
3166,4966,3871,8411,890
5182,5109,10766,6891,8606
7526,14492,9613,88,11441
7978,7718,13434,1816,7686
7569,1309,12416,1625,4522
3082,6490,1357,14024,2415
3082,8161,3680,4565,6442
7526,10520,88,10532,14492
7596,5145,5913,8172,14190
12942,13078,11051,7960,11449
2607,4929,6686,10703,14293
5582,6168,3289,2138,12385
7183,13352,1482,11292,10125
7950,1983,9363,11955,2551
7526,14375,9613,1092,10532
1309,9978,9401,1625,9406
5676,98,13389,12749,3289
7526,88,10520,1092,4894
1309,506,12593,2024,13647
7526,14492,9613,88,14375
11399,12656,3666,13922,14033
4142,1306,3659,9907,12866
6015,7077,208,9374,483
7526,88,4894,1092,10520
11844,11173,11442,12919,11370
7454,3419,12301,4193,3739
7719,949,3417,12381,4055
7526,14164,13657,11809,2886
7526,14492,4894,88,9613
1629,10693,7923,8314,5726
5676,14045,11735,4371,11390
7526,14492,13667,88,10532
4929,2607,14293,97,10703
7526,88,10532,10520,9613
6084,10430,13599,10518,293
4929,2607,11420,532,6686
7526,4894,10520,10532,88
1112,6737,1645,8871,9056
3472,1140,4690,4046,3352
12099,12511,5553,12225,8668
6479,11537,9002,54,3976
6907,9715,3654,9490,3271
1719,10166,7088,6560,2982
5165,3782,4605,9518,5974
10925,6900,6694,9506,11124
9456,7331,2007,14045,5658
9456,7331,2007,14045,5658
9456,7331,2007,14045,5658
7526,88,8867,3795,4894
1408,13976,8598,1699,8913
528,4894,88,9940,4046
4626,5530,4506,4676,6379
528,1775,14141,13078,10430
192,3757,8202,5262,3824
192,3757,8202,5262,3824
1421,10159,11115,4900,10313
9263,13656,13076,6780,6458
3318,8679,9093,12080,7884
3318,8679,9093,12080,7884
3318,8679,9093,12080,7884
3588,10520,14375,10532,7814
3588,10520,14375,10532,7814
6875,6552,13973,5084,12307
3082,9088,8161,4565,13498
10693,1629,5106,1441,5726
5819,5770,7847,7465,14445
5165,3782,4605,9518,592
6484,900,927,1867,12481
1309,2024,5957,310,4522
11057,8831,6692,10975,8255
6379,6922,10520,3427,9613
3665,14485,796,12587,4207
1170,2356,12844,13656,12168
9686,6731,1230,3795,1571
9686,7279,6465,1206,3403
9686,12573,3795,8445,11003
3277,12962,7820,3003,12397
1230,3795,9686,7064,200
3588,14375,10520,7526,14492
11420,4929,532,9072,7005
7526,14375,4894,1092,10532
7526,1092,14375,88,10520
13985,9184,8116,7374,1985
98,3649,1575,5676,4387
3782,5165,4605,9518,6469
2817,6471,5454,6100,3292
12668,4347,8025,9127,261
14107,14383,5113,286,3886
3082,9280,9834,13984,8912
7828,84,5786,3729,426
6379,6084,2005,1472,544
3277,12397,11388,4284,8567
3277,12397,11388,4284,8567
3277,12397,11388,4284,8567
752,6907,10466,10228,3271
9140,7526,6644,13417,6470
3082,4565,13498,13175,2415
6122,7382,9405,2454,4272
9456,11451,12403,8179,8280
14179,898,5336,1373,6378
7526,88,2931,1794,3795
7454,3419,3739,4193,4966
2860,9739,1348,12341,388
3277,12962,9581,11388,12417
5582,8360,3061,3060,4704
5582,8360,3061,3060,4704
6752,7596,14175,9563,3553
6752,7596,14175,9563,3553
7526,13667,14492,9613,88
12833,11768,323,4143,9059
6379,6922,6847,3663,3403
12007,14224,10718,11083,12489
9072,4929,2607,8111,11420
8486,4175,5665,9738,11451
7526,1794,4894,88,7814
741,4187,8253,8500,13708
6752,14297,14175,13297,10851
6752,14297,14175,13297,10851
84,6203,2840,4900,931
8867,6452,1232,5955,11
6379,6922,4279,9088,7526
4831,6752,14026,9563,13297
10693,6063,8133,4568,11319
9456,2302,7331,11628,14210
9456,2302,7331,11628,14210
4153,2538,1744,1757,3506
7526,4894,14375,9613,88
7526,1794,4894,3795,1092
9705,11399,7538,12364,5635
7526,88,10520,14492,9613
64,5331,1083,10558,1625
7526,10520,682,1170,88
1898,4279,13224,162,11204
12684,72,13966,1348,7555
9456,3659,5795,11492,12795
7526,9613,88,14492,14375
6847,400,4066,4062,4951
528,12942,1775,11051,5758
1629,10693,5106,10162,12317
1629,10693,5106,10162,12317
7526,4894,88,1794,10520
9414,10998,3795,6792,1230
13919,1250,9122,1502,4051
1170,12168,6780,7438,13656
7285,5113,1566,10628,4537
6379,7526,2005,9705,4155
336,14114,10800,9768,13207
2024,1309,506,13634,13647
5165,3782,4605,7459,6469
8902,12777,9639,7786,8255
10693,1629,8169,2036,1441
10693,1629,8169,2036,1441
10693,1629,8169,2036,1441
9287,8831,8052,1348,10626
6524,11420,9072,11082,2607
1230,8076,9686,3403,12008
4009,13151,1434,13946,8880
1230,3403,9708,8669,13909
2342,10223,8630,12907,6381
7526,3472,5142,12547,2658
9456,2302,5771,7331,8927
9456,2302,5771,7331,8927
10967,506,2549,1309,12725
6084,7911,5593,8521,6909
7526,88,1266,4894,9613
528,12099,7878,1309,1377
9354,8411,4966,13402,13844
1629,10693,2036,1441,12317
6872,12344,5497,1105,4603
7526,88,1092,10532,3588
5623,4812,2771,14375,5361
9155,1309,1625,4374,5921
4631,7882,11609,3472,7593
7526,1794,88,3403,4894
10863,4537,10628,1566,7285
13456,13326,2000,7563,138
11442,1260,1003,1785,10948
13078,10430,12942,10518,7960
7526,88,4894,1092,10520
6084,13586,2585,8763,12183
11399,14044,11200,14033,3830
9923,5957,10361,11103,3530
9324,4482,22,5655,11471
1625,3082,7305,2843,3431
1271,4028,4418,7888,4067
8175,7439,4363,12481,1081
7526,14492,88,9613,10532
3352,3472,11466,5615,7593
12400,3051,13126,3472,11609
1309,2024,506,7569,310
3082,4565,9088,8161,13175
9072,10703,11699,9517,11605
528,12942,88,5758,7526
5592,3472,424,1309,9448
7526,9613,4812,10532,10520
9324,5165,3082,9518,6469
6047,4660,4631,4046,6512
649,6362,8063,5492,10900
649,6362,8063,5492,10900
7526,14492,9613,88,10520
9933,12099,4626,9434,5957
528,1775,13946,5758,4626
13770,1348,4693,10289,13919
14485,12196,10076,10242,1449
9686,1230,13909,2518,9708
2302,2825,6419,9456,4806
4663,13850,13650,5915,2955
5426,1775,10673,997,9991
3082,14024,8953,12717,9072
9414,7526,3082,9686,6442
3495,4534,757,11928,9240
7526,14076,88,1092,10520
1309,4237,13634,8957,2024
7526,4894,1794,1092,88
10532,14375,1092,11680,999
10532,14375,1092,11680,999
7526,3795,8867,88,2232
6084,7911,460,3782,9400
607,8916,3516,1509,8800
5957,11218,11809,7427,3739
896,4992,12844,10867,1340
9395,5340,6846,4046,11331
7526,13593,2908,1794,1847
10000,2797,5840,1133,7625
7279,11963,2518,11967,9686
10628,4537,7285,10863,5113
3352,7494,13011,3472,3506
4929,12717,518,9072,97
7526,14492,88,9613,10532
5530,11194,9434,2482,8706
9456,1201,2356,8331,6911
11115,7266,1421,4826,2736
10776,10668,1775,834,1561
6992,1785,3756,7048,8594
532,8111,2607,9072,11420
3082,2415,13175,1234,13498
3629,9583,1699,8913,1408
649,6362,10900,7761,14067
7285,1566,4537,10628,5935
3082,6490,13175,8851,2415
2588,14059,11898,690,14482
1309,8595,10812,9155,11459
12962,4029,611,12397,2777
12962,4029,611,12397,2777
9686,1230,13909,12601,3403
208,2736,8430,6159,12436
5647,3381,11663,13919,1835
7526,9613,1092,88,10532
3082,4565,13498,13175,8912
4929,4894,12717,97,11420
7526,3795,8445,12503,9686
9518,5165,3782,6469,5974
1629,10693,1441,2036,4740
1230,3403,1571,3795,4391
7526,10532,88,14375,1092
7526,88,9613,14492,10532
3795,7959,3403,9765,2214
3782,5165,4605,9518,6469
1230,3795,200,3403,13909
7814,4894,1794,10520,88
6084,4608,12196,2585,5550
3795,1430,10064,1230,11034
7526,9613,11441,88,10520
14126,6900,6210,10789,10319
9072,4929,9477,9756,81
12775,8271,10206,4117,8523
11280,6090,2721,6992,3449
6084,6909,12804,6549,4849
8255,5593,5770,5647,3461
1309,11459,11195,7569,8595
3782,4605,460,5165,6469
3082,14024,4565,13175,2826
3192,7555,14152,13173,1348
5165,9518,3782,4605,6469
5594,9286,8943,7834,5962
890,8411,4640,9354,174
13536,3318,8246,1775,11276
7526,88,1092,4894,10532
7526,88,1092,9613,4894
540,7882,9812,8442,13126
5592,9448,1309,3472,6702
4536,8755,7234,3137,9017
3588,14375,4894,10520,13667
5957,10683,4021,11432,12140
5738,4067,14003,1198,7443
9624,7867,13985,2939,6944
2024,1309,13634,506,8181
1309,10967,506,2024,2985
7526,5084,1092,14360,12503
7950,1983,9363,13668,13631
7526,1794,9400,88,10532
10598,9709,736,5084,12573
7526,4894,10532,10520,1092
528,13078,10430,1775,11238
7526,14076,3795,10520,88
1348,10289,9488,3192,11663
3472,3012,11609,1977,11668
2537,12008,4740,2578,8911
6084,7911,12601,7305,12725
12593,2549,6418,22,310
7526,88,14492,10520,9613
9155,10967,9978,4374,8595
6789,5530,13366,3082,7305
7526,88,4894,10532,1092
9456,4166,7331,6687,2825
4142,3659,12315,13923,5840
9518,5165,3782,4605,6469
12547,8630,9312,7659,2342
8621,4690,1246,8523,5442
5047,14360,11463,4920,3878
3082,2415,6490,13498,13175
5957,1143,10729,14402,10167
3795,6884,9686,12804,1230
4966,9354,3871,13402,3845
4966,8411,9354,9397,890
3822,627,10916,4140,13088
6084,8763,64,1487,12725
3403,7279,8669,11963,1571
6084,7911,6909,14360,10729
13109,14149,13770,212,1348
11194,5530,8706,9434,4824
1645,6737,9056,454,9042
13844,1577,9397,5980,7773
11431,9263,13010,6333,2356
3277,12473,849,13104,9581
9324,8953,10729,7526,11471
1143,14402,7200,4582,7082
5607,4399,3550,5704,5047
7526,88,4894,1794,10520
11218,14333,7526,7437,12640
10558,10167,5331,4950,11895
12400,10263,10233,6176,12430
12007,14224,10718,11083,12489
10558,4950,11895,2002,12391
12942,13938,11051,9760,13078
7526,10520,4894,1092,3588
10598,9709,10265,736,12573
7526,88,14492,4894,13667
11527,10267,9639,9122,11057
13796,8246,7526,13657,3791
12287,2993,2357,10387,3524
7526,4894,14492,88,1092
9354,1577,8411,890,9397
3155,69,5442,1246,4631
9072,12717,4929,7333,11420
3082,5957,11218,9718,4136
528,1309,8595,1826,7878
7526,88,14076,4894,9613
1230,9686,13909,12804,12601
5615,7173,8526,5796,7336
3414,12102,1340,9834,7867
3414,12102,1340,9834,7867
528,5331,12269,14141,3919
12668,3679,261,5738,8108
1309,8957,9155,13634,7878
7526,10520,88,14492,10532
4500,1814,9686,1430,3403
7719,14395,8737,731,12718
7526,4091,1255,696,8679
10482,12881,8072,13363,8916
1718,11577,3414,2721,3253
14279,4593,12517,5172,6168
9088,2094,1827,9140,2348
7526,88,14076,4894,1794
7526,88,14076,4894,1794
4992,3072,8172,7978,11041
6379,6922,10520,12641,5917
13109,7045,7516,5392,14149
3082,6123,13175,6490,8851
4626,5525,10558,2328,10967
7526,10520,88,10532,9613
7526,4894,88,10520,1092
1794,4894,7526,88,14375
1430,2931,10475,3795,7821
5957,7526,3795,5109,2931
8442,540,7526,10967,4046
1309,2024,8595,506,8957
528,162,4279,7878,12942
931,4900,6997,84,13981
7526,9613,14492,88,10532
273,9639,2530,12289,12655
5836,9032,2687,9410,7779
5957,9410,5145,7272,6399
3472,13011,7173,3352,1140
7526,13667,10520,14492,88
7526,13667,10520,14492,88
3277,5647,6015,9488,1500
8916,9448,11742,5592,4379
7526,13667,88,9613,14492
11722,8916,12426,5442,3772
5957,11809,11218,4193,4676
14429,7437,14333,3482,11451
4436,22,4637,862,8145
1566,4537,10863,10628,7285
5401,13927,7280,12712,9798
8916,12426,355,2109,8800
6992,5497,6043,8116,1785
528,1775,5758,7526,88
5426,10673,997,12717,7910
3782,5165,9518,4605,1309
7820,3277,9581,3186,3003
1983,9363,11955,13668,7950
2721,1340,5034,6455,2396
2721,1340,5034,6455,2396
2721,1340,5034,6455,2396
8916,11331,10928,14225,246
6379,6922,4631,7526,9448
7526,9613,4894,88,1092
7526,88,1794,4894,1092
5165,3782,6469,9518,4605
5957,4676,3082,11218,4626
3277,611,13109,12397,5594
13845,5957,13298,6442,9630
7526,88,10532,1794,4894
11420,518,12717,4929,7005
5957,11809,11805,11218,4676
3082,13175,5957,8851,6490
4929,518,9517,13750,11420
9709,99,10598,736,12573
8916,8800,3772,3516,482
1691,7888,12879,13919,4334
7526,14076,88,10520,2771
2767,4397,11,9735,5242
933,385,13708,325,2635
5615,7575,8526,7173,3352
7526,10520,9613,13667,14492
5936,1289,2597,4139,6141
6379,4279,1898,6922,13224
9518,3782,460,5165,14353
9456,14045,10012,7331,8478
7526,88,9613,10520,4894
3019,1697,3496,9080,3414
528,4201,7430,11420,4400
1260,1003,717,3957,6090
12099,12511,3663,4894,10729
7526,88,9613,4894,10532
11844,1003,5956,1260,12919
3795,1230,9686,200,12503
7526,88,10532,9613,10520
388,13429,12354,11948,9739
949,14003,11399,8108,5738
14524,866,2924,6497,4740
14524,866,2924,6497,4740
11420,12006,10861,9905,10983
12641,5047,14360,3319,11683
6084,7911,12601,9686,12804
2351,5216,10026,2553,13507
4295,1340,12225,6834,8668
5582,11847,8360,3061,3935
5582,11847,8360,3061,3935
7526,88,4894,1092,10520
10520,7526,11441,3588,4894
10520,7526,11441,3588,4894
1309,9155,8957,14388,7878
1007,6084,2320,1794,1230
1309,13634,8957,7878,13647
3776,585,13048,5986,8340
3358,3019,13646,3545,12090
9978,1309,7569,4522,9617
3352,7173,5615,3472,11101
3019,10361,12102,4807,1042
7526,9114,12547,9091,88
2446,4801,4161,10790,287
8468,3757,5137,9067,4801
9738,13720,10180,6435,9484
6379,4279,6922,6108,9705
5165,4605,9518,3782,592
3068,3138,13622,4803,7454
5738,8108,1198,13542,7443
2953,7349,9314,9216,6638
9061,6784,9287,3356,8276
3277,12962,12417,7820,11170
3659,11492,9456,13347,7978
3019,3414,5569,10948,13892
3082,13175,8851,4565,2415
1201,8866,9456,8331,2356
3472,4868,13011,1977,7575
5957,11809,4676,4193,3082
9324,8953,4482,11471,10729
1309,7878,2985,506,8957
13374,10967,1309,5692,9978
3068,917,3403,8175,11462
7526,9613,1092,4894,88
9686,1814,6884,3795,3403
5527,10025,487,5508,5119
5527,10025,487,5508,5119
8867,11,6452,573,11295
12962,3277,9581,8567,3666
12962,3277,9581,8567,3666
6907,3654,3271,9715,752
528,7526,8442,88,7814
1309,8763,9921,5921,11530
6084,4676,10518,5593,12383
7882,11264,4631,885,13059
506,2024,1309,8181,10967
7526,12307,8206,736,9709
6900,10319,5569,14126,7349
4894,14375,13516,14492,1092
12481,4363,14482,6532,690
13109,4074,8633,1762,4908
6812,9122,6084,2425,10807
5569,3414,1936,3291,1768
2908,5084,12573,3082,4714
11663,1502,8730,738,6812
4522,7569,9978,12416,10081
13542,14003,10658,9739,12668
12641,5047,14360,2008,7401
13151,3007,2155,14539,8159
5455,1908,3414,13849,12909
14224,12007,10718,12489,11083
7526,4894,88,10532,10520
4966,3166,8411,13402,5049
22,3082,3318,11809,11898
5165,4605,2474,3782,7459
7526,4894,10520,88,1092
9686,7526,1230,3795,200
10558,6518,13452,13865,126
11013,9393,223,13621,3044
7526,9613,88,12775,4594
6379,6922,10520,7526,10532
7526,14375,3588,1092,14492
7526,11257,88,1092,14375
10000,2797,10851,13581,7427
5647,8255,7540,5770,5819
8411,7356,7806,4966,890
9354,8411,4966,1577,7806
1309,2024,7878,13634,13680
1230,3403,9686,3795,1814
9456,7331,2302,2825,6419
7526,88,10532,3588,999
8442,5796,13126,7173,10786
13224,1898,162,4279,14360
9686,12601,917,6731,1814
6474,12168,2356,11431,10046
9155,14388,4374,5921,9978
8943,8276,12947,9287,2425
3472,7593,11609,3012,5592
6759,12485,6516,10641,7148
2302,9456,6419,6911,2061
7526,88,7814,10520,3588
6379,6922,3896,4279,6872
9072,9477,4929,8953,11605
10190,9308,4496,5957,5331
7911,6084,11663,208,1472
13857,3824,10642,12642,1045
7526,14076,88,13667,1978
7569,13374,12416,1625,4522
213,12187,7176,3369,10482
12641,3319,2008,5047,7401
7867,13985,12212,4582,3141
12400,13456,13126,10233,2963
13492,6259,6262,11201,7198
9448,8285,69,12731,11609
12287,3524,2357,5285,10387
1629,10693,5726,8314,2036
1629,10693,5726,8314,2036
1629,10693,5726,8314,2036
1629,10693,5726,8314,2036
1629,10693,5726,8314,2036
7526,3403,200,2518,11967
7526,88,10520,14076,14150
7526,9938,88,3200,119
5530,9434,3279,13601,6518
1654,1185,7945,10686,3474
7526,88,10520,4894,14492
7526,88,10520,4894,14492
3082,14024,13175,8161,3680
5594,8943,9286,7834,5962
7077,4067,834,2363,4038
7526,4894,10520,88,13667
10166,1719,3213,14480,10197
6922,6379,12960,9613,10786
13771,8255,208,1348,5647
3082,6490,2415,13498,9718
8172,11735,7306,5658,12315
8172,11735,7306,5658,12315
8172,11735,7306,5658,12315
6812,9912,10305,5738,8052
6084,7911,5550,8371,114
12099,12511,3663,7878,4894
5619,10025,487,10406,5527
7526,88,14076,13667,4894
2798,3988,8517,11071,8193
9448,3472,5592,7593,11609
1309,9155,506,14388,5921
7911,6084,12601,9686,2232
1309,8933,12416,7878,4894
532,6524,11420,4929,2607
4966,8411,9354,13402,7356
2518,6489,3594,7279,8542
7526,14492,9613,10520,13667
13017,10558,929,1750,11679
8851,6921,3082,10962,11809
9686,13909,6731,2518,1571
5165,3782,9518,4605,6469
1983,2825,691,9626,9723
7911,2548,7814,11331,13109
3155,69,13651,3472,5123
3082,6693,2843,9834,1985
2607,9072,4929,8111,178
3414,2166,7305,4076,8061
9456,1575,14045,4371,8086
528,1246,5262,12942,4690
7526,88,1794,4894,7814
6122,4272,7382,9405,6199
6752,3169,14175,7596,8172
13598,807,5957,12321,7082
13369,1577,9354,8411,890
1629,10693,5726,5106,439
6379,5957,6084,6872,11103
7526,13796,14164,4091,3791
12942,9760,10518,13078,13938
8916,10928,4475,11742,4379
8181,506,2024,1309,13634
506,10967,8181,14353,2024
1309,9155,4374,1625,5921
7526,10520,88,4894,10532
12641,5047,14360,3319,11683
7569,1309,9978,4522,10081
9354,4966,13402,8411,13844
1629,10693,10162,2036,12908
5553,12084,11896,9624,3165
7526,88,14492,9613,10520
4068,7852,8356,5475,11615
1309,9518,460,3782,5165
8285,9448,69,3095,13182
12090,5497,14305,6872,11280
12090,5497,14305,6872,11280
12942,13078,7960,10430,13938
4894,1794,7814,1814,3403
13770,8471,5819,9767,10213
12703,11420,3034,10923,12717
8255,5419,208,11815,7895
11057,8831,864,12289,4781
12717,518,9072,4929,11420
3782,5165,9518,4605,6469
7526,88,1794,4894,10532
9456,599,7331,8604,11628
10532,10520,14375,3588,7526
7526,4894,10520,14375,1092
3782,6469,5165,9518,4605
4929,6524,11420,532,2607
756,16,4537,9626,6522
3795,7526,9686,1230,6771
2587,8916,13363,607,3516
4894,1794,9400,1358,2585
4894,1794,9400,1358,2585
4894,1794,9400,1358,2585
4894,1794,9400,1358,2585
8500,13708,4187,2635,11966
6294,8594,8116,10135,7048
9448,3506,13059,11466,12787
3279,6518,9434,1983,2482
1255,117,1654,8246,10686
1309,2024,310,506,10233
14305,1718,11577,3545,13646
6900,6638,2953,3414,13010
4929,11420,6524,2046,532
7526,10520,14492,88,2771
5738,949,2363,8108,459
3277,12473,9581,5387,3003
9354,8411,890,3166,13844
7911,3995,1307,2851,4069
7911,3995,1307,2851,4069
1309,2024,8957,506,13634
528,13483,6108,6997,12225
1309,7526,13680,2024,1625
7814,10520,4894,1794,3588
3277,3666,1250,8730,10969
7814,7526,1230,10520,10532
1309,9978,7569,5692,13599
10686,1629,7945,6060,1654
1309,2024,506,9155,310
7867,5497,3019,1718,1340
6084,7911,10729,12601,9686
10900,7761,11511,5492,8063
3082,2415,13175,13498,8851
13893,11115,2425,864,13659
14375,10532,1092,11680,4894
7980,9130,4922,4534,5018
12942,13078,9760,10518,10430
5607,5047,3550,5704,4399
3472,11609,9448,3095,5123
4142,7718,5676,98,3137
7526,88,14492,10532,9613
9456,3659,14045,7978,13923
1309,7878,8957,13634,9155
13366,5530,1618,6106,7216
9686,200,12804,6731,6830
13865,11577,7867,2721,1718
6381,10996,10770,10753,9661
1487,5276,8808,761,14185
5165,9518,5974,4605,3782
5962,4826,1421,11170,2736
7526,88,4894,14492,10532
9478,2100,4131,13659,2202
2024,506,1309,8181,9155
13771,4864,11525,4708,3266
9155,1487,13599,4374,9921
4929,9009,9072,2607,8111
5957,8598,10590,8330,11809
7882,4631,11264,13059,9448
3795,2931,12503,9686,7821
3082,13175,13498,4565,2415
3352,4690,5592,1419,5615
9518,5165,4605,3782,5974
3830,3186,13870,12436,14033
6379,506,7526,1898,6922
9287,7116,11057,3381,3830
6108,4279,10190,527,9308
6084,9400,7911,12601,9686
1007,3782,5165,4605,12824
1908,11280,9624,9774,7691
3654,6907,9715,5906,9490
2024,506,8181,13634,1309
9686,3403,1230,6884,12804
6084,2915,7305,4399,2585
2607,4929,6686,7430,11420
9456,7331,6911,9030,6419
1309,506,2024,8181,13634
506,1309,8181,2024,13647
14260,10000,8171,3668,6171
4907,13985,7867,2721,6911
9456,8604,1027,9030,11628
